index,sample_id,possible_answers,query_type,query,answer,image_name
268,268,,,What is the relation between the mps and the nurse?,The mps is close to the nurse,camera01_colorimage-000760.jpg
269,269,,,What is the relation between the circulator and the instrument table?,The circulator is close to the instrument table,camera01_colorimage-000760.jpg
270,270,,,What is the circulator doing with the mps?,The circulator is close to the mps,camera01_colorimage-000760.jpg
271,271,,,What is the circulator doing with the instrument?,The circulator is holding the instrument,camera01_colorimage-000760.jpg
272,272,,,What is the relation between the mps and the instrument?,The mps is holding the instrument,camera01_colorimage-000760.jpg
273,273,,,Is the patient doing something with the operating table?,The patient is lying on the operating table,camera01_colorimage-005748.jpg
274,274,,,What is the relation between the drape and the operating table?,The drape is lying on the operating table,camera01_colorimage-005748.jpg
275,275,,,Is the drape doing something with the patient?,The drape is lying on the patient,camera01_colorimage-005748.jpg
276,276,,,What is the relation between the anesthetist and the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-005748.jpg
277,277,,,Is the nurse doing something with the instrument table?,The nurse is preparing the instrument table,camera01_colorimage-005748.jpg
278,278,,,What is the anesthetist doing with the patient?,The anesthetist is close to the patient,camera01_colorimage-005748.jpg
279,279,,,Is the mps doing something with the instrument table?,The mps is close to the instrument table,camera01_colorimage-005748.jpg
280,280,,,What is the circulator doing with the instrument table?,The circulator is close to the instrument table,camera01_colorimage-005748.jpg
281,281,,,What is the relation between the circulator and the mps?,The circulator is close to the mps,camera01_colorimage-005748.jpg
282,282,,,Is the nurse doing something with the instrument table?,The nurse is preparing the instrument table,camera01_colorimage-000769.jpg
283,283,,,What is the circulator doing with the instrument table?,The circulator is close to the instrument table,camera01_colorimage-000769.jpg
284,284,,,What is the circulator doing with the mps?,The circulator is close to the mps,camera01_colorimage-000769.jpg
285,285,,,Is the mps doing something with the circulator?,The mps is assisting the circulator,camera01_colorimage-000769.jpg
286,286,,,What is the mps doing with the nurse?,The mps is close to the nurse,camera01_colorimage-000769.jpg
287,287,,,What is the relation between the circulator and the instrument?,The circulator is holding the instrument,camera01_colorimage-000769.jpg
288,288,,,What is the mps doing with the instrument?,The mps is holding the instrument,camera01_colorimage-000769.jpg
289,289,,,What is the nurse doing with the instrument?,The nurse is holding the instrument,camera01_colorimage-000769.jpg
290,290,,,Is the anesthetist doing something with the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-001995.jpg
291,291,,,Is the nurse doing something with the robot?,The nurse is calibrating the robot,camera01_colorimage-001995.jpg
292,292,,,What is the mps doing with the MPS station?,The mps is manipulating the MPS station,camera01_colorimage-001995.jpg
293,293,,,Is the nurse doing something with the instrument table?,The nurse is close to the instrument table,camera01_colorimage-000405.jpg
294,294,,,What is the mps doing with the monitor?,The mps is manipulating the monitor,camera01_colorimage-000405.jpg
295,295,,,What is the relation between the mps and the MPS station?,The mps is close to the MPS station,camera01_colorimage-000405.jpg
296,296,,,What is the mps doing with the tracker?,The mps is close to the tracker,camera01_colorimage-000405.jpg
297,297,,,What is the relation between the patient and the operating table?,The patient is lying on the operating table,camera01_colorimage-003283.jpg
298,298,,,Is the anesthetist doing something with the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-003283.jpg
299,299,,,Is the anesthetist doing something with the patient?,The anesthetist is close to the patient,camera01_colorimage-003283.jpg
300,300,,,Is the assistant surgeon doing something with the MPS station?,The assistant surgeon is close to the MPS station,camera01_colorimage-003283.jpg
301,301,,,What is the drape doing with the operating table?,The drape is lying on the operating table,camera01_colorimage-003283.jpg
302,302,,,What is the relation between the drape and the patient?,The drape is lying on the patient,camera01_colorimage-003283.jpg
303,303,,,What is the nurse doing with the instrument table?,The nurse is preparing the instrument table,camera01_colorimage-003283.jpg
304,304,,,What is the assistant surgeon doing with the patient?,The assistant surgeon is preparing the patient,camera01_colorimage-003283.jpg
305,305,,,What is the head surgeon doing with the instrument?,The head surgeon is holding the instrument,camera01_colorimage-003283.jpg
306,306,,,What is the mps doing with the MPS station?,The mps is close to the MPS station,camera01_colorimage-003283.jpg
307,307,,,What is the relation between the head surgeon and the patient?,The head surgeon is preparing the patient,camera01_colorimage-003283.jpg
308,308,,,What is the mps doing with the patient?,The mps is preparing the patient,camera01_colorimage-003283.jpg
309,309,,,What is the relation between the patient and the operating table?,The patient is lying on the operating table,camera01_colorimage-004326.jpg
310,310,,,Is the anesthetist doing something with the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-004326.jpg
311,311,,,What is the relation between the anesthetist and the patient?,The anesthetist is close to the patient,camera01_colorimage-004326.jpg
312,312,,,Is the drape doing something with the operating table?,The drape is lying on the operating table,camera01_colorimage-004326.jpg
313,313,,,Is the drape doing something with the patient?,The drape is lying on the patient,camera01_colorimage-004326.jpg
314,314,,,Is the nurse doing something with the patient?,The nurse is close to the patient,camera01_colorimage-004326.jpg
315,315,,,What is the head surgeon doing with the patient?,The head surgeon is close to the patient,camera01_colorimage-004326.jpg
316,316,,,Is the head surgeon doing something with the robot?,The head surgeon is calibrating the robot,camera01_colorimage-004326.jpg
317,317,,,Is the robot doing something with the patient?,The robot is close to the patient,camera01_colorimage-004326.jpg
318,318,,,Is the mps doing something with the MPS station?,The mps is close to the MPS station,camera01_colorimage-004326.jpg
319,319,,,Is the head surgeon doing something with the saw?,The head surgeon is holding the saw,camera01_colorimage-004326.jpg
320,320,,,What is the relation between the patient and the operating table?,The patient is lying on the operating table,camera01_colorimage-003309.jpg
321,321,,,What is the anesthetist doing with the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-003309.jpg
322,322,,,Is the anesthetist doing something with the patient?,The anesthetist is close to the patient,camera01_colorimage-003309.jpg
323,323,,,What is the relation between the assistant surgeon and the MPS station?,The assistant surgeon is close to the MPS station,camera01_colorimage-003309.jpg
324,324,,,What is the drape doing with the operating table?,The drape is lying on the operating table,camera01_colorimage-003309.jpg
325,325,,,What is the relation between the drape and the patient?,The drape is lying on the patient,camera01_colorimage-003309.jpg
326,326,,,Is the nurse doing something with the instrument table?,The nurse is close to the instrument table,camera01_colorimage-003309.jpg
327,327,,,What is the assistant surgeon doing with the patient?,The assistant surgeon is close to the patient,camera01_colorimage-003309.jpg
328,328,,,What is the mps doing with the MPS station?,The mps is manipulating the MPS station,camera01_colorimage-003309.jpg
329,329,,,Is the head surgeon doing something with the patient?,The head surgeon is preparing the patient,camera01_colorimage-003309.jpg
330,330,,,What is the circulator doing with the instrument table?,The circulator is close to the instrument table,camera01_colorimage-003309.jpg
331,331,,,Is the nurse doing something with the instrument table?,The nurse is close to the instrument table,camera01_colorimage-000435.jpg
332,332,,,What is the relation between the mps and the monitor?,The mps is manipulating the monitor,camera01_colorimage-000435.jpg
333,333,,,What is the relation between the mps and the MPS station?,The mps is close to the MPS station,camera01_colorimage-000435.jpg
334,334,,,What is the mps doing with the tracker?,The mps is close to the tracker,camera01_colorimage-000435.jpg
335,335,,,What is the circulator doing with the instrument table?,The circulator is close to the instrument table,camera01_colorimage-000435.jpg
336,336,,,Is the patient doing something with the operating table?,The patient is lying on the operating table,camera01_colorimage-003169.jpg
337,337,,,Is the anesthetist doing something with the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-003169.jpg
338,338,,,Is the anesthetist doing something with the patient?,The anesthetist is close to the patient,camera01_colorimage-003169.jpg
339,339,,,What is the relation between the assistant surgeon and the MPS station?,The assistant surgeon is close to the MPS station,camera01_colorimage-003169.jpg
340,340,,,What is the relation between the drape and the operating table?,The drape is lying on the operating table,camera01_colorimage-003169.jpg
341,341,,,What is the relation between the drape and the patient?,The drape is lying on the patient,camera01_colorimage-003169.jpg
342,342,,,What is the nurse doing with the instrument table?,The nurse is close to the instrument table,camera01_colorimage-003169.jpg
343,343,,,What is the assistant surgeon doing with the patient?,The assistant surgeon is preparing the patient,camera01_colorimage-003169.jpg
344,344,,,What is the relation between the mps and the MPS station?,The mps is close to the MPS station,camera01_colorimage-003169.jpg
345,345,,,What is the head surgeon doing with the patient?,The head surgeon is preparing the patient,camera01_colorimage-003169.jpg
346,346,,,Is the head surgeon doing something with the nurse?,The head surgeon is close to the nurse,camera01_colorimage-003169.jpg
347,347,,,What is the relation between the nurse and the instrument?,The nurse is holding the instrument,camera01_colorimage-003169.jpg
348,348,,,Is the patient doing something with the operating table?,The patient is lying on the operating table,camera01_colorimage-005140.jpg
349,349,,,What is the anesthetist doing with the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-005140.jpg
350,350,,,Is the anesthetist doing something with the patient?,The anesthetist is close to the patient,camera01_colorimage-005140.jpg
351,351,,,What is the drape doing with the operating table?,The drape is lying on the operating table,camera01_colorimage-005140.jpg
352,352,,,What is the relation between the drape and the patient?,The drape is lying on the patient,camera01_colorimage-005140.jpg
353,353,,,What is the relation between the nurse and the patient?,The nurse is close to the patient,camera01_colorimage-005140.jpg
354,354,,,What is the assistant surgeon doing with the patient?,The assistant surgeon is close to the patient,camera01_colorimage-005140.jpg
355,355,,,Is the mps doing something with the MPS station?,The mps is manipulating the MPS station,camera01_colorimage-005140.jpg
356,356,,,What is the head surgeon doing with the patient?,The head surgeon is drilling the patient,camera01_colorimage-005140.jpg
357,357,,,Is the circulator doing something with the instrument table?,The circulator is close to the instrument table,camera01_colorimage-005140.jpg
358,358,,,What is the relation between the circulator and the instrument?,The circulator is holding the instrument,camera01_colorimage-005140.jpg
359,359,,,Is the head surgeon doing something with the drill?,The head surgeon is holding the drill,camera01_colorimage-005140.jpg
360,360,,,Is the nurse doing something with the instrument table?,The nurse is close to the instrument table,camera01_colorimage-000810.jpg
361,361,,,Is the mps doing something with the robot?,The mps is manipulating the robot,camera01_colorimage-000810.jpg
362,362,,,What is the relation between the circulator and the instrument table?,The circulator is close to the instrument table,camera01_colorimage-000810.jpg
363,363,,,What is the relation between the circulator and the nurse?,The circulator is assisting the nurse,camera01_colorimage-000810.jpg
364,364,,,What is the circulator doing with the instrument?,The circulator is holding the instrument,camera01_colorimage-000810.jpg
365,365,,,Is the patient doing something with the operating table?,The patient is lying on the operating table,camera01_colorimage-005436.jpg
366,366,,,What is the relation between the drape and the operating table?,The drape is lying on the operating table,camera01_colorimage-005436.jpg
367,367,,,Is the drape doing something with the patient?,The drape is lying on the patient,camera01_colorimage-005436.jpg
368,368,,,Is the nurse doing something with the instrument table?,The nurse is preparing the instrument table,camera01_colorimage-005436.jpg
369,369,,,Is the anesthetist doing something with the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-005436.jpg
370,370,,,What is the C-arm doing with the patient?,The C-arm is close to the patient,camera01_colorimage-005436.jpg
371,371,,,Is the circulator doing something with the instrument table?,The circulator is close to the instrument table,camera01_colorimage-005436.jpg
372,372,,,What is the relation between the circulator and the nurse?,The circulator is close to the nurse,camera01_colorimage-005436.jpg
373,373,,,What is the mps doing with the instrument table?,The mps is close to the instrument table,camera01_colorimage-005436.jpg
374,374,,,What is the relation between the nurse and the instrument table?,The nurse is close to the instrument table,camera01_colorimage-000363.jpg
375,375,,,What is the circulator doing with the nurse?,The circulator is assisting the nurse,camera01_colorimage-000363.jpg
376,376,,,What is the mps doing with the monitor?,The mps is close to the monitor,camera01_colorimage-000363.jpg
377,377,,,What is the mps doing with the MPS station?,The mps is manipulating the MPS station,camera01_colorimage-000363.jpg
378,378,,,What is the nurse doing with the instrument table?,The nurse is close to the instrument table,camera01_colorimage-000378.jpg
379,379,,,What is the relation between the circulator and the nurse?,The circulator is assisting the nurse,camera01_colorimage-000378.jpg
380,380,,,What is the mps doing with the monitor?,The mps is close to the monitor,camera01_colorimage-000378.jpg
381,381,,,What is the relation between the mps and the MPS station?,The mps is manipulating the MPS station,camera01_colorimage-000378.jpg
382,382,,,Is the patient doing something with the operating table?,The patient is lying on the operating table,camera01_colorimage-003222.jpg
383,383,,,What is the anesthetist doing with the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-003222.jpg
384,384,,,What is the relation between the anesthetist and the patient?,The anesthetist is close to the patient,camera01_colorimage-003222.jpg
385,385,,,What is the assistant surgeon doing with the MPS station?,The assistant surgeon is close to the MPS station,camera01_colorimage-003222.jpg
386,386,,,Is the drape doing something with the operating table?,The drape is lying on the operating table,camera01_colorimage-003222.jpg
387,387,,,What is the relation between the drape and the patient?,The drape is lying on the patient,camera01_colorimage-003222.jpg
388,388,,,What is the nurse doing with the instrument table?,The nurse is close to the instrument table,camera01_colorimage-003222.jpg
389,389,,,Is the assistant surgeon doing something with the patient?,The assistant surgeon is close to the patient,camera01_colorimage-003222.jpg
390,390,,,What is the nurse doing with the instrument?,The nurse is holding the instrument,camera01_colorimage-003222.jpg
391,391,,,What is the relation between the head surgeon and the instrument?,The head surgeon is holding the instrument,camera01_colorimage-003222.jpg
392,392,,,Is the head surgeon doing something with the instrument table?,The head surgeon is close to the instrument table,camera01_colorimage-003222.jpg
393,393,,,What is the mps doing with the instrument table?,The mps is close to the instrument table,camera01_colorimage-003222.jpg
394,394,,,Is the nurse doing something with the head surgeon?,The nurse is assisting the head surgeon,camera01_colorimage-003222.jpg
395,395,,,What is the patient doing with the operating table?,The patient is lying on the operating table,camera01_colorimage-002521.jpg
396,396,,,What is the relation between the nurse and the instrument table?,The nurse is close to the instrument table,camera01_colorimage-002521.jpg
397,397,,,What is the relation between the anesthetist and the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-002521.jpg
398,398,,,Is the anesthetist doing something with the patient?,The anesthetist is close to the patient,camera01_colorimage-002521.jpg
399,399,,,What is the relation between the nurse and the assistant surgeon?,The nurse is assisting the assistant surgeon,camera01_colorimage-002521.jpg
400,400,,,Is the mps doing something with the MPS station?,The mps is close to the MPS station,camera01_colorimage-002521.jpg
401,401,,,What is the circulator doing with the assistant surgeon?,The circulator is assisting the assistant surgeon,camera01_colorimage-002521.jpg
402,402,,,What is the relation between the patient and the operating table?,The patient is lying on the operating table,camera01_colorimage-002760.jpg
403,403,,,What is the relation between the anesthetist and the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-002760.jpg
404,404,,,What is the relation between the anesthetist and the patient?,The anesthetist is close to the patient,camera01_colorimage-002760.jpg
405,405,,,What is the relation between the circulator and the patient?,The circulator is preparing the patient,camera01_colorimage-002760.jpg
406,406,,,Is the mps doing something with the MPS station?,The mps is close to the MPS station,camera01_colorimage-002760.jpg
407,407,,,What is the assistant surgeon doing with the MPS station?,The assistant surgeon is close to the MPS station,camera01_colorimage-002760.jpg
408,408,,,Is the nurse doing something with the circulator?,The nurse is close to the circulator,camera01_colorimage-002760.jpg
409,409,,,Is the mps doing something with the patient?,The mps is close to the patient,camera01_colorimage-002760.jpg
410,410,,,Is the nurse doing something with the patient?,The nurse is preparing the patient,camera01_colorimage-002760.jpg
411,411,,,What is the relation between the assistant surgeon and the mps?,The assistant surgeon is close to the mps,camera01_colorimage-002760.jpg
412,412,,,What is the relation between the assistant surgeon and the circulator?,The assistant surgeon is close to the circulator,camera01_colorimage-002760.jpg
413,413,,,Is the assistant surgeon doing something with the patient?,The assistant surgeon is preparing the patient,camera01_colorimage-002760.jpg
414,414,,,What is the relation between the drape and the operating table?,The drape is lying on the operating table,camera01_colorimage-002760.jpg
415,415,,,What is the relation between the drape and the patient?,The drape is lying on the patient,camera01_colorimage-002760.jpg
416,416,,,Is the nurse doing something with the patient?,The nurse is close to the patient,camera01_colorimage-002134.jpg
417,417,,,What is the patient doing with the operating table?,The patient is lying on the operating table,camera01_colorimage-002134.jpg
418,418,,,What is the circulator doing with the patient?,The circulator is close to the patient,camera01_colorimage-002134.jpg
419,419,,,Is the anesthetist doing something with the patient?,The anesthetist is close to the patient,camera01_colorimage-002134.jpg
420,420,,,What is the mps doing with the patient?,The mps is close to the patient,camera01_colorimage-002134.jpg
421,421,,,What is the relation between the mps and the MPS station?,The mps is close to the MPS station,camera01_colorimage-002134.jpg
422,422,,,Is the anesthetist doing something with the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-001962.jpg
423,423,,,Is the mps doing something with the robot?,The mps is close to the robot,camera01_colorimage-001962.jpg
424,424,,,Is the nurse doing something with the robot?,The nurse is calibrating the robot,camera01_colorimage-001962.jpg
425,425,,,What is the patient doing with the operating table?,The patient is lying on the operating table,camera01_colorimage-005451.jpg
426,426,,,What is the drape doing with the operating table?,The drape is lying on the operating table,camera01_colorimage-005451.jpg
427,427,,,Is the drape doing something with the patient?,The drape is lying on the patient,camera01_colorimage-005451.jpg
428,428,,,Is the nurse doing something with the instrument table?,The nurse is preparing the instrument table,camera01_colorimage-005451.jpg
429,429,,,What is the relation between the C-arm and the patient?,The C-arm is close to the patient,camera01_colorimage-005451.jpg
430,430,,,Is the mps doing something with the instrument table?,The mps is close to the instrument table,camera01_colorimage-005451.jpg
431,431,,,What is the relation between the patient and the operating table?,The patient is lying on the operating table,camera01_colorimage-005770.jpg
432,432,,,What is the drape doing with the operating table?,The drape is lying on the operating table,camera01_colorimage-005770.jpg
433,433,,,Is the drape doing something with the patient?,The drape is lying on the patient,camera01_colorimage-005770.jpg
434,434,,,What is the relation between the anesthetist and the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-005770.jpg
435,435,,,What is the relation between the nurse and the instrument table?,The nurse is preparing the instrument table,camera01_colorimage-005770.jpg
436,436,,,Is the anesthetist doing something with the patient?,The anesthetist is close to the patient,camera01_colorimage-005770.jpg
437,437,,,What is the mps doing with the instrument table?,The mps is close to the instrument table,camera01_colorimage-005770.jpg
438,438,,,What is the circulator doing with the instrument?,The circulator is holding the instrument,camera01_colorimage-005770.jpg
439,439,,,Is the circulator doing something with the instrument table?,The circulator is close to the instrument table,camera01_colorimage-005770.jpg
440,440,,,Is the circulator doing something with the nurse?,The circulator is assisting the nurse,camera01_colorimage-005770.jpg
441,441,,,What is the relation between the nurse and the instrument table?,The nurse is preparing the instrument table,camera01_colorimage-000683.jpg
442,442,,,Is the mps doing something with the MPS station?,The mps is close to the MPS station,camera01_colorimage-000683.jpg
443,443,,,What is the relation between the mps and the instrument table?,The mps is close to the instrument table,camera01_colorimage-000683.jpg
444,444,,,What is the nurse doing with the instrument?,The nurse is holding the instrument,camera01_colorimage-000683.jpg
445,445,,,Is the patient doing something with the operating table?,The patient is lying on the operating table,camera01_colorimage-004602.jpg
446,446,,,What is the anesthetist doing with the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-004602.jpg
447,447,,,What is the relation between the anesthetist and the patient?,The anesthetist is close to the patient,camera01_colorimage-004602.jpg
448,448,,,What is the drape doing with the operating table?,The drape is lying on the operating table,camera01_colorimage-004602.jpg
449,449,,,Is the drape doing something with the patient?,The drape is lying on the patient,camera01_colorimage-004602.jpg
450,450,,,Is the head surgeon doing something with the robot?,The head surgeon is manipulating the robot,camera01_colorimage-004602.jpg
451,451,,,Is the robot doing something with the patient?,The robot is close to the patient,camera01_colorimage-004602.jpg
452,452,,,What is the mps doing with the MPS station?,The mps is manipulating the MPS station,camera01_colorimage-004602.jpg
453,453,,,What is the relation between the head surgeon and the saw?,The head surgeon is holding the saw,camera01_colorimage-004602.jpg
454,454,,,What is the relation between the head surgeon and the patient?,The head surgeon is sawing the patient,camera01_colorimage-004602.jpg
455,455,,,What is the relation between the nurse and the instrument table?,The nurse is preparing the instrument table,camera01_colorimage-004602.jpg
456,456,,,Is the patient doing something with the operating table?,The patient is lying on the operating table,camera01_colorimage-004572.jpg
457,457,,,What is the anesthetist doing with the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-004572.jpg
458,458,,,What is the anesthetist doing with the patient?,The anesthetist is close to the patient,camera01_colorimage-004572.jpg
459,459,,,What is the drape doing with the operating table?,The drape is lying on the operating table,camera01_colorimage-004572.jpg
460,460,,,Is the drape doing something with the patient?,The drape is lying on the patient,camera01_colorimage-004572.jpg
461,461,,,Is the head surgeon doing something with the robot?,The head surgeon is manipulating the robot,camera01_colorimage-004572.jpg
462,462,,,What is the robot doing with the patient?,The robot is close to the patient,camera01_colorimage-004572.jpg
463,463,,,What is the relation between the mps and the MPS station?,The mps is manipulating the MPS station,camera01_colorimage-004572.jpg
464,464,,,What is the relation between the head surgeon and the saw?,The head surgeon is holding the saw,camera01_colorimage-004572.jpg
465,465,,,What is the relation between the head surgeon and the patient?,The head surgeon is sawing the patient,camera01_colorimage-004572.jpg
466,466,,,What is the nurse doing with the patient?,The nurse is close to the patient,camera01_colorimage-004572.jpg
467,467,,,What is the relation between the nurse and the instrument table?,The nurse is close to the instrument table,camera01_colorimage-000644.jpg
468,468,,,What is the relation between the circulator and the instrument table?,The circulator is close to the instrument table,camera01_colorimage-000644.jpg
469,469,,,What is the relation between the mps and the robot?,The mps is manipulating the robot,camera01_colorimage-000644.jpg
470,470,,,What is the mps doing with the instrument?,The mps is holding the instrument,camera01_colorimage-000644.jpg
471,471,,,Is the circulator doing something with the instrument table?,The circulator is close to the instrument table,camera01_colorimage-000644.jpg
472,472,,,What is the relation between the circulator and the instrument?,The circulator is holding the instrument,camera01_colorimage-000644.jpg
473,473,,,Is the patient doing something with the operating table?,The patient is lying on the operating table,camera01_colorimage-003486.jpg
474,474,,,What is the relation between the anesthetist and the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-003486.jpg
475,475,,,What is the anesthetist doing with the patient?,The anesthetist is close to the patient,camera01_colorimage-003486.jpg
476,476,,,What is the relation between the drape and the operating table?,The drape is lying on the operating table,camera01_colorimage-003486.jpg
477,477,,,What is the drape doing with the patient?,The drape is lying on the patient,camera01_colorimage-003486.jpg
478,478,,,Is the nurse doing something with the patient?,The nurse is close to the patient,camera01_colorimage-003486.jpg
479,479,,,What is the assistant surgeon doing with the patient?,The assistant surgeon is close to the patient,camera01_colorimage-003486.jpg
480,480,,,What is the mps doing with the MPS station?,The mps is close to the MPS station,camera01_colorimage-003486.jpg
481,481,,,Is the head surgeon doing something with the patient?,The head surgeon is touching the patient,camera01_colorimage-003486.jpg
482,482,,,What is the relation between the nurse and the instrument?,The nurse is holding the instrument,camera01_colorimage-003486.jpg
483,483,,,What is the nurse doing with the instrument table?,The nurse is preparing the instrument table,camera01_colorimage-001437.jpg
484,484,,,Is the mps doing something with the instrument table?,The mps is close to the instrument table,camera01_colorimage-001437.jpg
485,485,,,What is the circulator doing with the instrument table?,The circulator is close to the instrument table,camera01_colorimage-001437.jpg
486,486,,,What is the relation between the circulator and the mps?,The circulator is close to the mps,camera01_colorimage-001437.jpg
487,487,,,What is the nurse doing with the instrument table?,The nurse is preparing the instrument table,camera01_colorimage-001168.jpg
488,488,,,Is the circulator doing something with the instrument table?,The circulator is close to the instrument table,camera01_colorimage-001168.jpg
489,489,,,What is the mps doing with the instrument table?,The mps is close to the instrument table,camera01_colorimage-001168.jpg
490,490,,,What is the relation between the mps and the circulator?,The mps is close to the circulator,camera01_colorimage-001168.jpg
491,491,,,What is the relation between the nurse and the instrument table?,The nurse is close to the instrument table,camera01_colorimage-000469.jpg
492,492,,,What is the relation between the mps and the monitor?,The mps is manipulating the monitor,camera01_colorimage-000469.jpg
493,493,,,What is the relation between the mps and the MPS station?,The mps is close to the MPS station,camera01_colorimage-000469.jpg
494,494,,,Is the mps doing something with the tracker?,The mps is close to the tracker,camera01_colorimage-000469.jpg
495,495,,,Is the circulator doing something with the nurse?,The circulator is assisting the nurse,camera01_colorimage-000469.jpg
496,496,,,Is the patient doing something with the operating table?,The patient is lying on the operating table,camera01_colorimage-005645.jpg
497,497,,,What is the drape doing with the operating table?,The drape is lying on the operating table,camera01_colorimage-005645.jpg
498,498,,,What is the relation between the drape and the patient?,The drape is lying on the patient,camera01_colorimage-005645.jpg
499,499,,,What is the relation between the mps and the robot?,The mps is manipulating the robot,camera01_colorimage-005645.jpg
500,500,,,What is the anesthetist doing with the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-005645.jpg
501,501,,,Is the nurse doing something with the instrument table?,The nurse is close to the instrument table,camera01_colorimage-005645.jpg
502,502,,,What is the circulator doing with the nurse?,The circulator is assisting the nurse,camera01_colorimage-005645.jpg
503,503,,,What is the relation between the circulator and the instrument?,The circulator is holding the instrument,camera01_colorimage-005645.jpg
504,504,,,Is the nurse doing something with the instrument?,The nurse is holding the instrument,camera01_colorimage-005645.jpg
505,505,,,Is the anesthetist doing something with the patient?,The anesthetist is close to the patient,camera01_colorimage-005645.jpg
506,506,,,Is the patient doing something with the operating table?,The patient is lying on the operating table,camera01_colorimage-005157.jpg
507,507,,,What is the relation between the anesthetist and the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-005157.jpg
508,508,,,What is the anesthetist doing with the patient?,The anesthetist is close to the patient,camera01_colorimage-005157.jpg
509,509,,,Is the drape doing something with the operating table?,The drape is lying on the operating table,camera01_colorimage-005157.jpg
510,510,,,What is the drape doing with the patient?,The drape is lying on the patient,camera01_colorimage-005157.jpg
511,511,,,Is the nurse doing something with the patient?,The nurse is close to the patient,camera01_colorimage-005157.jpg
512,512,,,Is the mps doing something with the instrument table?,The mps is close to the instrument table,camera01_colorimage-005157.jpg
513,513,,,Is the head surgeon doing something with the patient?,The head surgeon is close to the patient,camera01_colorimage-005157.jpg
514,514,,,Is the circulator doing something with the instrument table?,The circulator is close to the instrument table,camera01_colorimage-005157.jpg
515,515,,,What is the relation between the circulator and the instrument?,The circulator is holding the instrument,camera01_colorimage-005157.jpg
516,516,,,What is the relation between the assistant surgeon and the drill?,The assistant surgeon is holding the drill,camera01_colorimage-005157.jpg
517,517,,,Is the assistant surgeon doing something with the patient?,The assistant surgeon is drilling the patient,camera01_colorimage-005157.jpg
518,518,,,What is the relation between the nurse and the instrument table?,The nurse is close to the instrument table,camera01_colorimage-000411.jpg
519,519,,,What is the mps doing with the monitor?,The mps is manipulating the monitor,camera01_colorimage-000411.jpg
520,520,,,What is the mps doing with the MPS station?,The mps is close to the MPS station,camera01_colorimage-000411.jpg
521,521,,,What is the relation between the mps and the tracker?,The mps is manipulating the tracker,camera01_colorimage-000411.jpg
522,522,,,What is the relation between the patient and the operating table?,The patient is lying on the operating table,camera01_colorimage-003144.jpg
523,523,,,What is the anesthetist doing with the anesthesia equipment?,The anesthetist is close to the anesthesia equipment,camera01_colorimage-003144.jpg
524,524,,,Is the anesthetist doing something with the patient?,The anesthetist is close to the patient,camera01_colorimage-003144.jpg
525,525,,,Is the assistant surgeon doing something with the MPS station?,The assistant surgeon is close to the MPS station,camera01_colorimage-003144.jpg
526,526,,,What is the relation between the drape and the operating table?,The drape is lying on the operating table,camera01_colorimage-003144.jpg
527,527,,,Is the drape doing something with the patient?,The drape is lying on the patient,camera01_colorimage-003144.jpg
528,528,,,Is the nurse doing something with the patient?,The nurse is preparing the patient,camera01_colorimage-003144.jpg
529,529,,,Is the assistant surgeon doing something with the patient?,The assistant surgeon is preparing the patient,camera01_colorimage-003144.jpg
530,530,,,What is the circulator doing with the instrument?,The circulator is holding the instrument,camera01_colorimage-003144.jpg
531,531,,,Is the circulator doing something with the instrument table?,The circulator is close to the instrument table,camera01_colorimage-003144.jpg
532,532,,,Is the mps doing something with the robot?,The mps is close to the robot,camera01_colorimage-003144.jpg
533,533,,,What is the head surgeon doing with the patient?,The head surgeon is preparing the patient,camera01_colorimage-003144.jpg
534,534,,,Is the head surgeon doing something with the nurse?,The head surgeon is close to the nurse,camera01_colorimage-003144.jpg
535,535,,,What is the relation between the nurse and the instrument?,The nurse is holding the instrument,camera01_colorimage-003144.jpg
536,536,,,Is the patient doing something with the operating table?,The patient is lying on the operating table,camera01_colorimage-003905.jpg
